TEMP_ID,SEX,DEPARTMENT,TCAS ROUND,FIRST_GPA,SECOND_GPA,GPAX,COMP_PROG_REG_SEM,COMP_PROG_GRADE,COMP_PROG_ATMPT,EXPLORE_ENG_GRADE,EXPLORE_ENG_ATMPT,ENG_MATERIAL_GRADE,ENG_MATERIAL_ATMPT,GEN_CHEM_GRADE,GEN_CHEM_ATMPT,GEN_CHEMLAB_GRADE,GEN_CHEMLAB_ATMPT,ENG_DRAWING_GRADE,ENG_DRAWING_ATMPT
A150,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.37,3.26,3.38,1,C,1,A,1,B+,1,B,1,B,1,C+,1
A151,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.13,1.91,2.03,1,F,1,B+,1,C,1,D,1,B,1,C,1
A152,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,2.76,0.00,2.76,1,C,1,B+,1,C,1,,,,,,
A153,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.87,2.11,2.55,1,C+,1,A,1,C+,1,C,1,C,1,W,1
A154,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.19,2.62,2.87,1,A,1,A,1,C+,2,C+,1,B+,1,B+,1
A155,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,2.00,0.50,1.29,1,B,1,B+,1,D,1,F,1,D+,1,F,1
A156,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,2.13,0.00,0.00,1,C,1,A,1,C,1,M,1,F,1,M,1
A157,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.58,2.82,3.33,1,A,1,A,1,C+,1,C+,1,B,1,C,1
A158,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.53,3.38,3.46,1,A,1,A,1,B,1,C+,1,B,1,A,1
A159,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.29,2.94,3.13,1,B,1,A,1,C+,1,C+,1,B+,1,C,1
A160,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.76,3.38,3.58,1,A,1,A,1,A,1,B,1,A,1,A,1
A161,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.89,2.18,2.56,1,D+,1,A,1,C+,1,D+,1,B+,1,D+,1
A162,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.37,3.41,3.39,1,B+,1,A,1,B,1,B+,1,B+,1,B+,1
A163,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,3.21,3.00,3.11,1,A,1,A,1,B,1,B,1,B+,1,B,1
A164,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,0.00,0.00,,1,M,1,B+,1,M,1,,,,,,
A165,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.13,2.91,3.03,1,B+,1,A,1,C+,1,C+,1,B+,1,A,1
A166,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.92,3.82,3.88,1,A,1,A,1,A,1,A,1,A,1,A,1
A167,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.95,2.62,2.79,1,B+,1,A,1,C,1,D+,1,B,1,B+,1
A168,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,2.16,1.56,1.88,1,C+,1,A,1,D+,1,D,1,C+,1,D,1
A169,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.29,3.29,3.29,1,A,1,A,1,B+,1,B+,1,B+,1,B,1
A170,F,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.68,3.44,3.57,1,A,1,A,1,B+,1,B+,1,B+,1,B+,1
A171,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.66,2.26,2.47,1,D,1,B+,1,C+,1,C+,1,B,1,D,1
A172,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.66,2.73,2.69,1,C+,1,A,1,D+,1,B,1,A,1,C,1
A173,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.34,3.26,3.31,1,A,1,A,1,C+,1,B,1,B+,1,B+,1
A174,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.84,3.65,3.75,1,A,1,A,1,B,1,A,1,A,1,B,1
A175,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.37,3.47,3.50,1,B+,1,A,1,B,1,B,1,A,1,B+,1
A176,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.21,2.91,3.07,1,C+,1,A,1,C+,1,C+,1,B+,1,C,1
A177,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.53,3.26,3.40,1,A,1,A,1,B,1,B+,1,B+,1,B,1
A178,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.76,3.82,3.79,1,A,1,A,1,B+,1,A,1,A,1,A,1
A179,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.97,2.26,2.64,1,B+,1,A,1,C,1,D+,1,B,1,C+,1
A180,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.82,2.47,2.65,1,B,1,A,1,B,1,C+,1,B+,1,C+,1
A181,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,2.47,1.63,2.00,1,W,1,A,1,C,2,C,1,B+,1,F,1
A182,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,2.16,2.00,2.21,1,D,1,A,1,D+,1,C,1,B+,1,D+,1
A183,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.34,2.85,3.11,1,B+,1,A,1,B+,1,C+,1,B,1,C,1
A184,F,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.16,2.09,2.13,1,D,1,A,1,D+,1,D+,1,B+,1,D,1
A185,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.87,2.62,2.89,1,C,1,A,1,C+,1,B,1,B,1,C,1
A186,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.21,3.18,3.19,1,B+,1,A,1,B,1,B,1,B+,1,B,1
A187,F,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.37,3.29,3.33,1,B+,1,A,1,B+,1,B,1,A,1,B,1
A188,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.84,3.82,3.83,1,A,1,A,1,B+,1,B+,1,A,1,A,1
A189,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.50,3.29,3.40,1,B+,1,A,1,B+,1,B,1,B+,1,A,1
A190,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.26,2.82,3.06,1,D+,1,A,1,A,1,B,1,B+,1,D+,1
A191,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.84,3.62,3.77,1,A,1,A,1,B+,1,A,1,B+,1,B,1
A192,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.87,2.91,2.89,1,C+,1,A,1,B,1,C+,1,B,1,B+,1
A193,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.74,2.82,2.78,1,C,1,B+,1,B,1,C+,1,B+,1,C+,1
A194,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.61,3.74,3.67,1,A,1,A,1,B,1,B+,1,A,1,B+,1
A195,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.50,3.29,3.40,1,B+,1,A,1,B+,1,B,1,A,1,B,1
A196,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.29,3.15,3.28,1,A,1,B+,1,C+,1,B,1,B+,1,A,1
A197,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.13,2.94,3.12,1,B+,1,A,1,C+,1,C+,1,A,1,B,1
A198,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.11,3.03,3.07,1,D+,1,B,1,B+,1,C,1,C+,1,B+,1
A199,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.92,3.91,3.92,1,A,1,A,1,B+,1,A,1,A,1,A,1
A200,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.97,2.59,2.79,1,B+,1,B+,1,D+,1,D+,1,B+,1,B+,1
A201,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.03,1.62,1.82,1,W,1,B,1,D,1,D,1,B,1,D,1
A202,M,ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม,TCAS3 Admissions,3.53,3.03,3.29,1,A,1,A,1,B+,1,B,1,B+,1,C+,1
A203,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.26,3.18,3.22,1,B,1,A,1,B+,1,C+,1,B+,1,B+,1
A204,M,ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม,TCAS3 Admissions,1.74,1.50,2.09,2,W,1,W,1,W,1,D,1,C+,1,C,1
A205,M,ภาควิชาวิศวกรรมสำรวจ,TCAS3 Admissions,1.64,2.86,2.05,2,W,1,A,1,W,1,C,1,B,1,W,2
A206,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.85,2.91,2.88,2,W,1,B+,1,B,1,C,1,B,1,B+,1
A207,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.76,3.42,3.24,2,C,1,A,1,A,1,D+,1,C+,1,C+,1
A208,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.09,3.05,3.06,2,A,1,B+,1,C+,1,B,1,B+,1,C+,1
A209,F,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.44,2.89,2.68,2,B+,1,A,1,C+,1,D+,1,B,1,A,1
A210,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.32,3.84,3.60,2,A,1,A,1,A,1,B,1,B,1,A,1
A211,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.00,3.05,3.03,2,C,1,A,1,B,1,C+,1,B+,1,C+,1
A212,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.82,3.45,3.15,2,C+,1,A,1,B+,1,C,1,B+,1,C+,1
A213,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.69,3.31,3.03,2,B,1,,,A,1,C+,1,B+,1,C+,1
A214,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.35,3.66,3.51,2,B,1,A,1,A,1,B,1,B+,1,C+,1
A215,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.26,3.45,3.36,2,A,1,A,1,B+,1,C+,1,B+,1,A,1
A216,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.04,3.50,3.37,2,B,1,A,1,B+,1,C+,1,C+,1,D+,1
A217,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,0.79,1.73,1.24,2,W,1,A,1,D,1,D,1,C+,1,F,2
A218,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.21,3.61,3.42,2,A,1,A,1,B+,1,B,1,B,1,C+,1
A219,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.82,3.92,3.88,2,A,1,A,1,A,1,A,1,A,1,A,1
A220,F,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.53,2.50,2.63,2,D+,1,A,1,C+,1,C+,1,B+,1,D+,1
A221,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.79,3.16,2.97,2,W,1,A,1,B,1,C,1,B+,1,C+,1
A222,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.18,2.53,2.38,2,W,1,A,1,B,1,C+,1,B+,1,C,2
A223,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,1.18,0.72,0.93,2,F,1,F,1,C+,1,F,1,D,1,F,1
A224,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.14,2.50,2.49,2,D+,1,A,1,B,1,C+,1,B,1,D+,2
A225,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.91,3.29,3.11,2,B,1,A,1,B,1,C,1,B+,1,C+,1
A226,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.15,3.43,3.31,2,C+,1,A,1,A,1,C+,1,B,1,B+,2
A227,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.09,3.29,3.26,2,C+,1,A,1,B+,1,C+,1,B,1,C,1
A228,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.50,3.34,3.42,2,C+,1,A,1,B,1,B+,1,B+,1,C+,1
A229,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.91,3.37,3.15,2,A,1,A,1,B+,1,C+,1,B+,1,C+,1
A230,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.62,2.95,2.79,2,D+,1,A,1,B,1,C,1,B,1,C+,1
A231,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.62,3.34,3.00,2,C+,1,A,1,B,1,C+,1,B,1,C+,1
A232,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.24,2.53,2.39,2,D+,1,A,1,C,1,C,1,B,1,D,1
A233,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,3.35,3.84,3.67,2,B,1,A,1,A,1,B,1,B+,1,B,1
A234,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.62,2.39,2.50,2,D+,1,A,1,B,1,C,1,B,1,C,1
A235,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.56,3.89,3.74,2,A,1,A,1,B+,1,B+,1,A,1,B+,1
A236,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.47,3.68,3.58,2,A,1,A,1,A,1,B+,1,A,1,A,1
A237,M,ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม,TCAS3 Admissions,1.03,2.81,1.80,2,W,1,A,1,D+,1,F,1,B,1,D,1
A238,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.44,2.75,2.62,2,C,1,A,1,C+,1,D,1,B+,1,C+,2
A239,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.79,3.25,3.05,2,B,1,A,1,B+,1,C,1,B+,1,A,2
A240,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.65,2.00,2.31,2,D,1,A,1,C,1,C,1,B+,1,B,1
A241,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.53,2.63,2.58,2,D+,1,A,1,B+,1,C,1,B,1,C,1
A242,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.88,3.89,3.89,2,A,1,A,1,A,1,A,1,B+,1,B+,1
A243,M,ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม,TCAS3 Admissions,2.56,2.74,2.65,2,D+,1,B,1,B,1,C+,1,C+,1,D,1
A244,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.88,2.95,2.92,2,C,1,A,1,C+,1,C,1,B+,1,C+,1
A245,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.94,3.53,3.31,2,A,1,A,1,B+,1,B,1,A,1,B+,1
A246,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.71,3.92,3.82,2,A,1,A,1,A,1,A,1,B+,1,B+,1
A247,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.47,2.95,2.72,2,C,1,A,1,B+,1,C+,1,B+,1,D,1
A248,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.38,3.74,3.57,2,B,1,A,1,A,1,B+,1,A,1,C,1
A249,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,0.00,,,,,,,,,,M,1,C+,1,M,1
A250,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.32,3.16,3.28,2,C+,1,A,1,B+,1,B,1,B+,1,C,2
A251,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.35,3.68,3.53,2,A,1,A,1,A,1,B+,1,B+,1,C+,1
A252,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,2.03,2.16,2.09,2,D,1,B,1,B,1,C,1,B,1,A,1
A253,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.97,3.18,3.15,2,C,1,A,1,B+,1,C+,1,B,1,B,1
A254,F,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,2.00,2.20,2.36,2,D+,1,A,1,B,1,C,1,B+,1,C+,2
A255,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.35,2.71,2.54,2,D+,1,A,1,B,1,C+,1,B+,1,C,1
A256,F,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.56,3.45,3.50,2,A,1,A,1,B+,1,B+,1,A,1,A,1
A257,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.09,3.61,3.36,2,B+,1,A,1,A,1,C+,1,B+,1,C+,1
A258,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.65,2.66,2.65,2,D+,1,A,1,B+,1,C+,1,A,1,C,1
A259,F,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,2.29,0.00,,2,F,1,A,1,D,1,C+,1,B+,1,C+,1
A260,F,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.82,2.95,2.89,2,D,1,A,1,C+,1,C,1,B+,1,C+,1
A261,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.89,3.39,3.58,2,C+,1,A,1,A,1,B+,1,A,1,C,2
A262,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.82,3.03,2.93,2,B+,1,A,1,B+,1,B,1,B+,1,A,1
A263,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.46,3.45,3.46,2,B,1,A,1,B+,1,B,1,A,1,B,2
A264,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.29,3.07,3.15,2,D+,1,A,1,B+,1,C+,1,B,1,C,2
A265,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.65,3.20,2.96,2,C+,1,A,1,B+,1,B,1,C+,1,C+,2
A266,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,1.71,2.34,2.22,2,W,1,A,1,B,1,D+,1,B+,1,C,2
A267,M,ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม,TCAS3 Admissions,2.89,2.27,2.51,2,D+,1,A,1,C,1,C+,1,B+,1,D,2
A268,F,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.82,4.00,3.92,2,A,1,A,1,A,1,A,1,A,1,B,1
A269,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.82,3.92,3.88,2,A,1,A,1,A,1,A,1,A,1,A,1
A270,F,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,3.29,3.37,3.33,2,A,1,A,1,B+,1,B+,1,A,1,A,1
A271,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.74,3.84,3.79,2,A,1,A,1,A,1,B+,1,A,1,A,1
A272,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.82,3.34,3.10,2,B,1,A,1,B+,1,C+,1,B+,1,C,1
A273,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.82,4.00,3.91,2,W,1,A,1,A,1,A,1,A,1,B+,1
A274,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.29,3.45,3.38,2,B,1,A,1,A,1,B+,1,A,1,A,1
A275,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.59,2.89,2.75,2,C+,1,A,1,C+,1,C+,1,B,1,C,1
A276,F,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,3.18,3.03,3.10,2,C,1,A,1,A,1,B,1,B+,1,A,1
A277,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.18,2.92,3.04,2,B,1,B,1,B+,1,B+,1,B+,1,B,1
A278,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.93,3.97,3.44,2,A,1,A,1,A,1,C+,1,B+,1,C+,1
A279,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.00,1.84,2.08,2,W,1,A,1,D,1,C,1,B,1,D,2
A280,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.88,3.23,3.08,2,A,1,B,1,C,1,C,1,B,1,A,2
A281,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.98,3.25,3.12,2,A,1,A,1,C,1,C,1,B,1,B+,2
A282,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.56,3.93,3.77,2,A,1,A,1,A,1,A,1,A,1,A,2
A283,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,1.88,3.13,2.57,2,A,1,A,1,C+,1,C,1,B,1,B+,2
A284,F,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.38,4.00,3.71,2,A,1,A,1,A,1,B,1,A,1,C,1
A285,F,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.32,2.16,2.24,2,D,1,B,1,C+,1,C,1,B,1,D,1
A286,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,2.32,0.57,1.25,2,F,1,F,1,D,1,F,1,C+,1,F,2
A287,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.57,2.68,2.64,2,D+,1,A,1,C,1,D,1,B+,1,C+,2
A288,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.68,2.95,2.82,2,B,1,A,1,B,1,D+,1,B,1,D+,1
A289,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.88,3.34,3.13,2,B,1,A,1,A,1,C+,1,B,1,B+,1
A290,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.68,2.39,2.64,2,D,1,A,1,B,1,D+,1,C+,1,A,1
A291,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.85,3.21,3.04,2,A,1,A,1,B+,1,D+,1,B,1,A,1
A292,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.05,2.18,2.30,2,D+,1,A,1,C+,1,D,1,C,1,D+,2
A293,F,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,1.94,2.70,2.37,2,D,1,A,1,B,1,C+,1,B+,1,D+,2
A294,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.18,3.53,3.36,2,B+,1,A,1,B+,1,C+,1,B+,1,B,1
A295,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.09,3.92,3.53,2,B+,1,A,1,A,1,B,1,B+,1,D+,1
A296,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.65,3.44,3.55,2,A,1,,,,,B+,1,A,1,A,1
A297,M,ภาควิชาวิศวกรรมสำรวจ,TCAS3 Admissions,1.94,2.34,2.19,2,D+,1,A,1,D,1,D+,1,C+,1,C+,1
A298,F,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.41,2.11,2.36,2,D,1,A,1,C,1,D+,1,B+,1,A,1
A299,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,2.97,2.84,2.90,2,C,1,A,1,B,1,C+,1,B,1,A,1
A300,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.06,2.97,3.01,2,D+,1,B+,1,C,1,C+,1,B,1,C+,1
A301,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.79,2.84,2.82,2,B,1,A,1,C+,1,C,1,B,1,C+,1
