TEMP_ID,SEX,DEPARTMENT,TCAS ROUND,FIRST_GPA,SECOND_GPA,GPAX,COMP_PROG_REG_SEM,COMP_PROG_GRADE,COMP_PROG_ATMPT,EXPLORE_ENG_GRADE,EXPLORE_ENG_ATMPT,ENG_MATERIAL_GRADE,ENG_MATERIAL_ATMPT,GEN_CHEM_GRADE,GEN_CHEM_ATMPT,GEN_CHEMLAB_GRADE,GEN_CHEMLAB_ATMPT,ENG_DRAWING_GRADE,ENG_DRAWING_ATMPT
A302,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.44,3.21,3.37,2,C,1,A,1,C+,1,B,1,B+,1,C+,1
A303,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.38,2.61,2.50,2,D+,1,A,1,B+,1,C+,1,B+,1,D+,1
A304,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.74,3.39,3.08,2,B,1,A,1,A,1,C,1,B+,1,C+,1
A305,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.65,3.13,2.90,2,B,1,A,1,B+,1,D+,1,B+,1,C+,1
A306,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.43,3.03,2.88,2,W,1,A,1,B,1,C,1,B,1,C+,2
A307,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.76,3.92,3.87,2,A,1,A,1,B+,1,B+,1,B,1,B+,1
A308,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,3.09,3.24,3.17,2,D+,1,A,1,B+,1,C+,1,B+,1,C+,1
A309,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.88,3.03,2.96,2,C+,1,A,1,B,1,C+,1,B+,1,C+,1
A310,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.47,3.76,3.63,2,A,1,A,1,A,1,B,1,A,1,A,1
A311,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.71,3.16,2.94,2,A,1,A,1,B+,1,D+,1,B+,1,A,1
A312,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.38,3.05,3.21,2,C,1,A,1,A,1,B,1,A,1,A,1
A313,F,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.06,2.95,2.64,2,B,1,A,1,C+,1,D+,1,A,1,D+,1
A314,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.44,2.50,2.47,2,D+,1,A,1,C+,1,C+,1,B,1,C,1
A315,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.21,2.48,2.50,2,D+,1,A,1,C,1,D,1,B,1,C+,2
A316,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,0.00,0.00,0.00,,,,,,,,,,,,,
A317,M,ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม,TCAS3 Admissions,3.07,2.63,2.82,2,W,1,A,1,C+,1,B,1,B,1,C,2
A318,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.12,2.61,2.50,2,D+,1,A,1,B,1,D,1,B,1,C,1
A319,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.62,4.00,3.83,2,A,1,A,1,A,1,B+,1,B+,1,C+,1
A320,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.91,2.97,2.94,2,D+,1,A,1,B+,1,C+,1,B+,1,C,1
A321,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.41,3.13,3.32,2,C+,1,A,1,B+,1,B+,1,B+,1,A,1
A322,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.50,3.53,3.48,2,B,1,A,1,B+,1,C+,1,B,1,A,1
A323,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.24,3.37,3.36,2,B,1,A,1,B+,1,B,1,B,1,C,1
A324,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.47,3.23,2.98,2,A,1,A,1,B,1,C,1,B+,1,B+,2
A325,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.26,3.61,3.44,2,A,1,A,1,A,1,B,1,B+,1,A,1
A326,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.12,3.61,3.38,2,B,1,A,1,B+,1,B,1,A,1,D,1
A327,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,1.96,2.87,2.48,2,D+,1,A,1,B,1,D+,1,B,1,C,1
A328,F,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,1.97,2.31,2.12,2,W,1,,,C,1,D+,1,C,1,D,1
A329,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.15,2.39,2.28,2,D+,1,A,1,B,1,D+,1,C+,1,C+,2
A330,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.21,3.89,3.57,2,A,1,A,1,A,1,B,1,C+,1,C+,1
A331,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.07,2.75,2.43,2,W,1,A,1,C+,1,C,1,C+,1,W,2
A332,M,ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม,TCAS3 Admissions,3.30,3.38,3.21,2,D+,2,B+,1,A,1,A,1,B+,1,D+,1
A333,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.74,3.18,2.97,2,A,1,A,1,C,1,C,1,B+,1,C+,1
A334,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.06,3.50,3.29,2,A,1,A,1,B,1,C+,1,B,1,A,1
A335,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.35,2.79,2.79,2,D+,1,A,1,B,1,C,1,B,1,C,1
A336,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.47,3.53,3.50,2,B+,1,A,1,A,1,B+,1,A,1,A,1
A337,F,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,3.12,0.00,3.12,,,,,,,,B+,1,A,1,C+,1
A338,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.26,3.29,3.28,2,C+,1,A,1,B+,1,B,1,B+,1,C+,1
A339,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,1.76,3.04,2.32,,,,A,1,B,1,D+,1,C+,1,D,1
A340,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.32,3.76,3.56,2,A,1,A,1,B+,1,B,1,B,1,B,1
A341,F,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,4.00,4.00,2,A,1,A,1,A,1,A,1,A,1,A,1
A342,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.91,3.13,3.17,2,D+,1,A,1,B,1,B,1,B+,1,D+,1
A343,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.32,3.76,3.62,2,A,1,A,1,B+,1,C+,1,B,1,B+,1
A344,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.18,3.42,3.31,2,A,1,A,1,B,1,B,1,B+,1,C+,1
A345,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,2.64,2.53,2.58,2,W,1,A,1,B+,1,C+,1,B+,1,D,2
A346,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.53,3.50,3.51,2,B,1,A,1,A,1,A,1,B+,1,C,1
A347,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.62,2.84,2.92,2,C+,1,A,1,C+,1,B+,1,B,1,D+,1
A348,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.91,3.21,3.07,2,A,1,A,1,B,1,B,1,B+,1,C+,1
A349,F,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.82,2.37,2.58,2,D,1,A,1,C+,1,B,1,B+,1,C,1
A350,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,3.47,3.63,3.58,2,C+,1,A,1,B+,1,A,1,A,1,C,1
A351,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.71,3.09,2.94,2,B+,1,A,1,B,1,C,1,C+,1,B+,2
A352,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.32,3.39,3.42,2,B+,1,A,1,B,1,B+,1,B+,1,B+,2
A353,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.18,3.50,3.35,2,B+,1,A,1,B+,1,B,1,B+,1,C,1
A354,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.53,3.68,3.61,2,B,1,A,1,A,1,A,1,B+,1,C+,1
A355,F,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.82,4.00,3.92,2,A,1,A,1,A,1,B+,1,A,1,B+,1
A356,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.11,2.52,2.79,2,C,1,A,1,C,1,C+,1,C+,1,C,2
A357,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,1.54,2.19,2.08,2,W,2,A,1,D,1,D+,2,C+,1,D,1
A358,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,2.03,2.13,2.08,2,B,1,B+,1,C,1,D,1,B,1,C,1
A359,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.00,2.95,2.83,2,C+,1,A,1,C+,1,C+,1,C+,1,C+,2
A360,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,2.71,1.44,2.36,2,W,1,A,1,F,1,C+,1,B,1,W,2
A361,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.00,2.73,2.83,2,B+,1,B+,1,C,1,C+,1,C+,1,D+,2
A362,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.91,2.82,2.86,2,D+,1,A,1,C+,1,C,1,B+,1,C+,1
A363,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.07,2.95,3.11,2,C+,1,A,1,B,1,B,1,B,1,C+,2
A364,F,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.47,3.44,3.46,2,B,2,A,1,B,1,B,1,A,1,B+,1
A365,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.59,3.18,2.90,2,B,1,A,1,B,1,C,1,B,1,C+,1
A366,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,2.82,2.93,2.88,2,C+,1,B,1,B,1,B,1,B+,1,C,2
A367,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.26,3.42,3.35,2,A,1,A,1,B+,1,B+,1,B+,1,C,1
A368,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.32,2.32,2.32,2,D,1,A,1,C,1,C,1,B,1,D+,1
A369,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.86,2.76,2.80,2,D+,1,A,1,C,1,W,1,C+,1,C+,1
A370,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.71,2.97,2.85,2,B,1,A,1,C+,1,C+,1,B,1,C,1
A371,F,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,0.00,2.39,,2,D+,1,A,1,C,1,C,1,B+,1,C,1
A372,F,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.79,2.79,2.96,2,D+,1,A,1,B+,1,B,1,B,1,D,1
A373,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.65,2.79,2.87,2,A,1,A,1,C,1,D+,1,B+,1,A,1
A374,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.76,3.50,3.12,2,W,1,A,1,B+,1,B,1,A,1,D,1
A375,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.61,3.08,3.28,2,D+,1,A,1,C+,1,B+,1,B,1,B+,1
A376,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.38,3.76,3.58,2,A,1,A,1,B+,1,B,1,A,1,A,1
A377,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.38,2.79,2.60,2,D+,1,A,1,B+,1,C,1,C+,1,C+,1
A378,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.91,3.34,3.23,2,C+,1,A,1,B,1,C+,1,B+,1,C+,1
A379,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.53,2.50,2.69,2,D,1,A,1,C+,1,C,1,C+,1,C+,1
A380,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.43,3.20,3.29,2,A,1,A,1,B+,1,B,1,B+,1,C+,2
A381,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS3 Admissions,1.85,0.00,,2,,1,,1,,1,D+,1,C+,1,,2
A382,M,ภาควิชาวิศวกรรมสำรวจ,TCAS3 Admissions,1.57,2.00,1.82,2,W,1,A,1,C,1,D,1,B,1,D+,2
A383,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.13,2.09,2.18,2,D+,1,A,1,D+,1,W,1,C+,1,C+,2
A384,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,2.59,2.71,2.65,2,B,1,A,1,F,1,C+,1,A,1,C,1
A385,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,2.44,2.44,2.44,2,W,1,A,1,C,1,B,1,B,1,C,1
A386,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.26,3.16,2.77,2,A,1,A,1,C+,1,C,1,B+,1,B,2
A387,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.71,2.92,2.99,2,C,1,A,1,B+,1,C+,1,B,1,D+,1
A388,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.24,2.18,2.21,2,F,1,A,1,C,1,C,1,B,1,D,1
A389,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.53,3.87,3.71,2,A,1,A,1,B+,1,C+,1,B+,1,B,1
A390,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,2.56,2.58,2.57,2,D+,1,A,1,C,1,C,1,B,1,C+,1
A391,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.26,2.61,2.67,2,C,1,A,1,C,1,D,1,B+,1,D+,1
A392,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.56,2.63,2.60,2,A,1,A,1,C,1,C+,1,B+,1,B,1
A393,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.47,3.66,3.57,2,A,1,A,1,B,1,C+,1,C+,1,B+,1
A394,F,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.85,2.79,2.95,2,D+,1,A,1,D+,1,D+,1,B,1,D+,1
A395,F,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,1.21,2.53,2.11,2,W,1,A,1,B,1,F,1,C+,1,D+,2
A396,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,2.76,2.42,2.69,2,C,1,A,1,C,1,C+,1,B,1,D+,1
A397,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,3.09,3.00,3.04,2,D+,1,A,1,B+,1,C+,1,B+,1,D+,1
A398,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.06,2.42,2.25,2,D+,1,B+,1,C,1,D+,1,C+,1,W,2
A399,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,2.65,3.34,3.01,2,A,1,A,1,B+,1,C+,1,B,1,D+,1
A400,M,ภาควิชาวิศวกรรมสำรวจ,TCAS3 Admissions,1.97,1.81,1.89,2,D+,1,C+,1,W,1,D,1,C+,1,C+,1
A401,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.53,3.29,3.38,2,C+,1,A,1,B+,1,B,1,B+,1,A,1
A402,F,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,3.82,3.92,3.79,2,A,1,A,1,A,1,A,1,A,1,A,1
A403,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.35,2.97,2.68,2,B,1,A,1,B+,1,D+,1,B,1,D+,1
A404,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.38,2.63,2.51,2,C+,1,A,1,C,1,D+,1,C+,1,D+,1
A405,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.38,3.61,3.50,2,C+,1,A,1,A,1,B+,1,A,1,A,1
A406,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,1.74,2.22,1.97,2,W,1,A,1,D,1,C,1,B,1,F,1
A407,F,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.65,3.82,3.77,2,A,1,A,1,B+,1,B+,1,A,1,C+,1
A408,F,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,2.14,3.26,2.97,2,B,1,A,1,B+,1,C+,1,B+,1,D+,1
A409,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.18,3.37,3.27,2,A,1,B+,1,B+,1,C,1,B+,1,B,1
A410,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.65,2.58,2.61,2,C+,1,A,1,C,1,C,1,B+,1,C+,1
A411,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS3 Admissions,3.26,3.61,3.44,2,A,1,A,1,A,1,C+,1,B+,1,A,1
A412,F,ภาควิชาวิศวกรรมสำรวจ,TCAS3 Admissions,1.38,1.80,1.80,2,D+,1,A,1,D+,1,D,2,B+,1,D+,1
A413,M,ภาควิชาวิศวกรรมสำรวจ,TCAS3 Admissions,1.74,1.95,2.12,2,C,1,A,1,D,1,D+,1,C+,1,D,1
A414,M,ภาควิชาวิศวกรรมเคมี,TCAS3 Admissions,1.88,2.16,2.02,2,W,1,A,1,D,1,D,1,C+,1,D+,1
A415,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.53,3.68,3.63,2,B+,1,A,1,B+,1,B,1,B+,1,B,1
A416,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.14,1.55,1.70,2,D,2,A,1,F,1,D,2,C,1,D,1
A417,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.00,2.34,2.18,2,C+,1,B,1,B,1,D+,1,C+,1,D+,1
A418,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,3.06,3.18,3.13,2,C+,1,A,1,A,1,C+,1,B,1,B,1
A419,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS3 Admissions,3.56,3.39,3.55,2,B+,1,A,1,B+,1,A,1,A,1,C,1
A420,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.56,2.61,2.79,2,D+,1,A,1,B,1,C,1,B+,1,C,1
A421,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.19,1.71,1.85,2,B+,1,,,C+,1,F,2,B+,1,C+,2
A422,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.44,2.12,2.29,1,W,1,A,1,D+,1,D+,1,B,1,D,1
A423,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.28,2.38,2.31,1,D,1,A,1,C+,1,D+,1,B+,1,C+,1
A424,F,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,0.85,1.30,1.00,,,,D,1,W,1,W,1,D+,1,W,1
A425,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.66,3.00,2.89,1,D,1,A,1,C,1,D+,1,B,1,A,1
A426,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.72,2.13,2.40,1,D,2,A,1,C+,1,C,1,B+,1,D,1
A427,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,3.00,1.71,2.14,1,W,1,B,1,B,2,D+,1,B+,1,W,1
A428,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,0.65,2.32,1.92,1,W,1,A,2,W,1,D+,1,C+,1,W,1
A429,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,1.78,2.05,1.91,1,D+,2,B+,1,D,1,D,1,B,1,B,1
A430,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.69,2.46,2.83,1,W,1,A,1,C,1,D+,1,B+,1,B,1
A431,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.56,2.07,2.33,1,W,1,A,1,C,1,D+,1,B,1,W,1
A432,F,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,3.06,2.53,2.74,1,D,2,A,1,B,1,C+,1,C+,1,C,1
A433,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.90,1.79,2.52,3,D,1,A,1,C,1,D,1,W,1,W,1
A434,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.03,2.18,2.04,1,D,2,A,1,D+,1,D+,1,C+,1,W,1
A435,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.45,2.45,2.62,1,W,1,B,1,D+,1,C,1,C,1,W,1
A436,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,3.20,2.82,2.74,1,D,2,A,1,C,1,C,1,B,1,B+,1
A437,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.74,2.32,2.54,1,C,1,B+,1,B,1,C,1,C,1,B,1
A438,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,1.67,3.30,2.39,1,W,1,A,1,,,C,1,B,1,W,1
A439,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.32,2.36,2.35,1,B+,1,A,1,C,1,D+,1,C+,1,A,1
A440,F,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,3.21,2.71,2.97,1,A,1,A,1,C+,1,C+,1,B+,1,C+,1
A441,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.16,0.79,1.51,1,D,1,A,1,D,1,D+,1,C,1,F,1
A442,F,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.59,1.96,2.46,1,D,1,A,1,C+,1,D+,1,C+,1,D+,1
A443,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.25,1.64,1.97,1,D,1,A,1,W,1,D,1,D+,1,C,1
A444,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,1.88,2.06,1.94,1,D,2,A,1,D+,1,D,1,C+,1,D+,1
A445,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.45,2.10,2.27,,,,A,1,D+,1,D+,1,C,1,D+,1
A446,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,3.00,2.09,2.36,1,D,2,A,1,C+,1,C+,1,B,1,D,1
A447,F,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,1.88,2.29,2.30,1,D,1,A,1,C,1,C+,1,B+,1,D,1
A448,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,1.97,1.50,1.75,1,D+,1,B,1,W,1,D,1,C+,1,D,1
A449,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS3 Admissions,2.25,1.57,1.93,1,W,1,B+,1,D,1,D,1,D+,1,W,1
A450,M,ภาควิชาวิศวกรรมสำรวจ,TCAS3 Admissions,2.73,3.07,2.91,1,D+,1,A,1,D+,1,D+,1,B,1,B,1
A451,M,ภาควิชาวิศวกรรมสำรวจ,TCAS3 Admissions,2.09,1.86,2.18,1,W,1,B,1,D+,1,,,D+,1,D,1
A452,M,ภาควิชาวิศวกรรมสำรวจ,TCAS3 Admissions,2.23,2.43,2.41,1,B,2,C+,1,D+,1,D+,1,C+,1,C+,1
